no;methodName;statements;involvedModules;fragments;visibility;baseSplit;fineGrained;nested;
3243;writeTag(byte,string,OutputStream):void;9;1;1;visible;
3244;writeLength(int,OutputStream):void;6;1;1;visible;
3245;writeBinary(Element,string,OutputStream):void;21;1;1;visible;
3246;parseDocument(XmlPullParser):Element;5;1;1;visible;
3247;pullElement(XmlPullParser):Element;2;1;1;visible;
3248;pullDocumentStart(XmlPullParser):Element;8;1;1;visible;
3249;_parse(XmlPullParser):Element;20;1;1;visible;
3250;run():void;7;1;1;visible;
3251;gotMessage(string,int):void;4;1;1;visible;
3252;setExiting():void;2;1;1;visible;
3253;run():void;18;1;1;visible;
3254;gotMessage(string,int):void;5;1;1;visible;
3255;setExiting():void;4;1;1;visible;
3256;compare(byte[],byte[]):int;5;1;1;visible;
3257;hasMoreElements():boolean;2;1;1;visible;
3258;nextElement():Object;6;1;1;visible;
3259;next_item():void;19;1;1;visible;
3260;deleteSplittedRecords(int):void;19;1;1;visible;
3261;join(Item,Item):void;28;1;1;visible;
3262;get_item(Vector,byte[],boolean):Item;6;1;1;visible;
3263;sorted_insert(Vector,Item):void;10;1;1;visible;
3264;get_offset(Vector,byte[],boolean):int;16;1;1;visible;
3265;loadChunk(int):Vector;22;1;1;visible;
3266;saveChunk(int,Vector):int;21;1;1;visible;
3267;physicalWrite(int,byte[],byte[],int,int,byte,Item):int;70;1;1;visible;
3268;physicalRead(Item):byte[];42;1;1;visible;
3269;getSizes():int[];9;1;1;visible;
3270;store(byte[],byte[]):void;83;1;1;visible;
3271;load(byte[]):byte[];19;1;1;visible;
3272;delete(byte[]):void;40;1;1;visible;
3273;close():boolean;9;1;1;visible;
3274;keys():Enumeration;2;1;1;visible;
3275;open():boolean;16;1;1;visible;
3276;getString(int):string;2;1;1;visible;
3277;run():void;28;1;1;visible;
3278;gotMessage(string,int):void;5;1;1;visible;
3279;setExiting():void;2;1;1;visible;
3280;checkNext():void;7;1;1;visible;
3281;hasMoreElements():boolean;4;1;1;visible;
3282;nextElement():Object;20;1;1;visible;
3283;superEnumeration():Enumeration;2;1;1;visible;
3284;addElement(Object):void;2;1;1;visible;
3285;contains(Object):boolean;6;1;1;visible;
3286;copyInto(Object[]):void;6;1;1;visible;
3287;elementAt(int):Object;22;1;1;visible;
3288;elements():Enumeration;2;1;1;visible;
3289;firstElement():Object;2;1;1;visible;
3290;indexOf(Object):int;2;1;1;visible;
3291;indexOf(Object,int):int;12;1;1;visible;
3292;insertElementAt(Object,int):void;21;1;1;visible;
3293;isEmpty():boolean;2;1;1;visible;
3294;lastElement():Object;7;1;1;visible;
3295;lastIndexOf(Object):int;2;1;1;visible;
3296;lastIndexOf(Object,int):int;16;1;1;visible;
3297;removeElement(Object):boolean;12;1;1;visible;
3298;removeAllElements():void;2;1;1;visible;
3299;removeElementAt(int):void;18;1;1;visible;
3300;setElementAt(Object,int):void;18;1;1;visible;
3301;size():int;9;1;1;visible;
3302;toString():string;6;1;1;visible;
3303;gotMessage(string,int):void;2;1;1;visible;
3304;setExiting():void;2;1;1;visible;
3305;Logger();1;1;1;visible;
3306;GoogleToken(string,string,Object);4;1;1;visible;
3307;ResourceIDs();1;1;1;visible;
3308;MemoryLogConsumer();1;1;1;visible;
3309;NetworkConsumer();2;1;1;visible;
3310;RMSIndex.KeyEnumeration();7;1;1;visible;
3311;RMSIndex(string);4;1;1;visible;
3312;RMSIndex(string,int);3;1;1;visible;
3313;ResourceManager(string,string);18;1;1;visible;
3314;XMPPConsumer();3;1;1;visible;
3315;MetaVector.MultiVectorEnumeration();2;1;1;visible;
3316;MetaVector();2;1;1;visible;
3317;MetaVector(int);2;1;1;visible;
3318;MetaVector(int,int);2;1;1;visible;
3319;addConsumer(LogConsumer):void;2;1;1;visible;
3320;removeConsumer(LogConsumer):void;2;1;1;visible;
3321;log(string,int):void;3;1;1;visible;
3322;log(string):void;2;1;1;visible;
3323;getToken(string,string):string;37;1;1;visible;
3324;encode(string):string;6;1;1;visible;
3325;hexDigest(string,string):string;2;1;1;visible;
3326;digest(string,string):byte[];2;1;1;visible;
3327;digest(byte[],string):byte[];20;1;1;visible;
3328;hexDigit(PrintStream,byte):void;12;1;1;visible;
3329;bytesToHex(byte[]):string;6;1;1;visible;
3330;tokenize(string,char):Vector;12;1;1;visible;
3331;tokenize(string,string[],boolean):Vector;33;1;1;visible;
3332;is_jid(string):boolean;3;1;1;visible;
3333;is_email(string):boolean;3;1;1;visible;
3334;str2flags(string,int,int):boolean[];8;1;1;visible;
3335;flags2str(boolean[],int):string;6;1;1;visible;
3336;find_urls(string):Vector;21;1;1;visible;
3337;getStringUTF8(byte[]):string;42;1;1;visible;
3338;getBytesUtf8(string):byte[];40;1;1;visible;
3339;easyReply(Element):Iq;4;1;1;visible;
3340;compareTo(Contact,Contact):boolean;2;1;1;visible;
3341;getConsumer():MemoryLogConsumer;4;1;1;visible;
3342;rmExist(string):boolean;17;1;1;visible;
3343;getManager(string,string):ResourceManager;4;1;1;visible;
3344;getConsumer():XMPPConsumer;4;1;1;visible;
3345;answerFT(boolean):void;11;1;1;visible;
3346;packetReceived(?no classifier?):void;53;1;1;visible;
3349;acceptSession():void;7;1;1;visible;
3350;packetReceived(?no classifier?):void;19;1;1;visible;
3351;addMessageToHistory(string,?no classifier?):void;9;1;1;visible;
3352;updatePresence(?no classifier?):void;33;1;1;visible;
3353;loadFromStorage():void;50;1;1;visible;
3354;setDefaults():void;13;1;1;visible;
3355;resetStorage(boolean):void;28;1;1;visible;
3356;saveToStorage():void;19;1;1;visible;
3357;getData(byte[]):byte[];5;1;1;visible;
3358;setData(byte[],byte[]):void;4;1;1;visible;
3359;getProperty(short):string;2;1;1;visible;
3360;getProperty(short,string):string;3;1;1;visible;
3361;setProperty(short,string):void;2;1;1;visible;
3362;setDefault(short,string):void;3;1;1;visible;
3363;saveCapabilities(string,string,?no classifier?):void;44;1;1;visible;
3364;getCapabilities(string,string):?no classifier?;32;1;1;visible;
3365;streamInitialized():void;6;1;1;visible;
3366;handleError(?no classifier?):void;2;1;1;visible;
3367;handleResult(?no classifier?):void;2;1;1;visible;
3368;handleAnswer(?no classifier?,boolean):void;15;1;1;visible;
3369;purge():void;16;1;1;visible;
3370;addRegistration(?no classifier?,IQResultListener):void;7;1;1;visible;
3371;sessionInitiate():void;47;1;1;visible;
3375;initiateInteraction():void;24;1;1;visible;
3379;sendFile():void;7;1;1;visible;
3382;sendChunk():void;14;1;1;visible;
3383;packetReceived(?no classifier?):void;5;1;1;visible;
3384;handleResult(?no classifier?):void;1;1;1;visible;
3385;handleError(?no classifier?):void;1;1;1;visible;
3386;packetReceived(?no classifier?):void;6;0;0;invisible;1;0;0;
3387;streamInitialized():void;5;1;1;visible;
3388;readFromStorage():void;52;1;1;visible;
3389;saveToStorage():void;23;1;1;visible;
3390;packetReceived(?no classifier?):void;13;1;1;visible;
3391;retrieveRoster(boolean,boolean):void;20;1;1;visible;
3394;subscribeContact(Contact,boolean):void;24;1;1;visible;
3397;addGatewayGroup(Contact,?no classifier?):void;8;1;1;visible;
3398;unsubscribeContact(Contact):void;11;1;1;visible;
3399;recreateRoster(?no classifier?,boolean):void;61;1;1;visible;
3400;updateRosterItem(?no classifier?):void;38;1;1;visible;
3401;loadGateways():void;24;1;1;visible;
3402;saveGateways():void;13;1;1;visible;
3403;updateGateways(Contact):void;21;1;1;visible;
3406;getContactByJid(string):Contact;2;1;1;visible;
3407;purge():void;2;1;1;visible;
3408;open():void;4;1;1;visible;
3409;write(?no classifier?):void;6;1;1;visible;
3410;read():?no classifier?;12;1;1;visible;
3411;close():void;2;1;1;visible;
3412;flush():void;2;1;1;visible;
3413;init(string[],string):void;12;1;1;visible;
3414;sendPacket(?no classifier?):void;5;1;1;visible;
3415;packetReceived(?no classifier?):void;45;1;1;visible;
3416;execute(int):boolean;41;1;1;visible;
3417;sendReply(string,?no classifier?):void;11;1;1;visible;
3418;display():void;2;1;1;visible;
3419;display(Display,Displayable):void;2;1;1;visible;
3420;display_internal():void;60;1;1;visible;
3421;getLabel():string;2;1;1;visible;
3422;getStatus():byte;2;1;1;visible;
3423;getFrom():string;2;1;1;visible;
3424;unread_msg():boolean;7;1;1;visible;
3425;store():?no classifier?;10;1;1;visible;
3426;addMessageToHistory(string,Message):void;16;1;1;visible;
3427;compileMessage(string,?no classifier?,string):void;36;1;1;visible;
3428;getMessageHistory(string):Vector;7;1;1;visible;
3429;getAllConvs():Vector;2;1;1;visible;
3430;getHistoryLength(string):int;5;1;1;visible;
3431;resetMessageHistory(string):void;2;1;1;visible;
3432;getPrintableName():string;5;1;1;visible;
3433;getFullJid():string;4;1;1;visible;
3434;isVisible():boolean;14;1;1;visible;
3435;addTask(Task):void;7;1;1;visible;
3436;removeTask(Task):void;8;1;1;visible;
3437;getTasks():Task[];8;1;1;visible;
3438;getPresence():Presence;4;1;1;visible;
3439;getAllPresences():Presence[];3;1;1;visible;
3440;updatePresence(Presence):void;85;1;1;visible;
3441;getCapabilities(Presence):?no classifier?;9;1;1;visible;
3442;askCapabilities(Presence):void;9;1;1;visible;
3443;updateExistingPresence(Presence):void;17;1;1;visible;
3444;compareTo(Contact):int;16;1;1;visible;
3445;availabilityDiff(Contact,Contact):int;6;1;1;visible;
3446;getAvailability():int;2;1;1;visible;
3447;getAvailability(string):int;6;1;1;visible;
3448;getPresence(string):Presence;10;1;1;visible;
3449;mapAvailability(string):int;7;1;1;visible;
3450;handleError(?no classifier?):void;2;1;1;visible;
3451;handleResult(?no classifier?):void;12;1;1;visible;
3452;setGroups(string[]):boolean;24;1;1;visible;
3453;getGroups():string[];2;1;1;visible;
3454;supportsMUC(Presence):boolean;20;1;1;visible;
3455;execute(int):boolean;26;1;1;visible;
3456;buildReply(?no classifier?):?no classifier?;14;1;1;visible;
3457;display():void;2;1;1;visible;
3458;display(Display,Displayable):void;2;1;1;visible;
3459;display_internal():void;14;1;1;visible;
3460;getLabel():string;2;1;1;visible;
3461;getStatus():byte;2;1;1;visible;
3462;getFrom():string;2;1;1;visible;
3463;store():?no classifier?;9;1;1;visible;
3464;removeElement(string):void;2;1;1;visible;
3465;addElement(string):void;3;1;1;visible;
3466;getPresenceIcon(Contact,string,int):Image;13;1;1;visible;
3467;startClient():void;1;1;1;visible;
3468;stopClient():void;2;1;1;visible;
3469;sendPacket(?no classifier?):void;2;1;1;visible;
3470;sendIQ(?no classifier?,IQResultListener):void;4;1;1;visible;
3471;getMyContact():Contact;2;1;1;visible;
3472;createStream(boolean,boolean):?no classifier?;22;1;1;visible;
3473;buildSocketConnection():void;6;1;1;visible;
3474;openStream():void;8;1;1;visible;
3475;closeStream():void;3;1;1;visible;
3476;gotStreamEvent(string,Object):void;36;1;1;visible;
3478;stream_authenticated():void;64;1;1;visible;
3481;getCapVer():string;16;1;1;visible;
3482;packetReceived(?no classifier?):void;29;0;0;invisible;1;0;0;
3483;packetReceived(?no classifier?):void;33;0;0;invisible;1;0;0;
3484;handleSubscribe(?no classifier?):void;49;0;0;invisible;1;0;0;
3485;packetReceived(?no classifier?):void;2;0;0;invisible;1;0;0;
3486;packetReceived(?no classifier?):void;24;0;0;invisible;1;0;0;
3487;playSmartTone():void;3;1;1;visible;
3488;setPresence(int,string,int):void;4;1;1;visible;
3489;setPresence(int,string):void;23;1;1;visible;
3490;handleClientCommands(?no classifier?,boolean):void;19;1;1;visible;
3491;showAlert(AlertType,string,string,Object):void;3;1;1;visible;
3492;updateTask(Task):void;62;1;1;visible;
3493;getRoster():Roster;2;1;1;visible;
3494;setXmppListener(XmppListener):void;2;1;1;visible;
3495;getXmppListener():XmppListener;2;1;1;visible;
3496;sendDebug(string):void;4;1;1;visible;
3497;FTReceiver(FTREventHandler);5;1;1;visible;
3498;MUC(string,string);4;1;1;visible;
3499;Config();1;1;1;visible;
3500;IqManager();2;1;1;visible;
3501;FTSender(string,byte[],string,string,FTSEventHandler);6;1;1;visible;
3502;Roster.RosterX();7;0;0;invisible;1;0;0;
3503;Roster(XMPPClient);3;1;1;visible;
3504;BluendoXMLRPC(string);2;1;1;visible;
3505;CommandExecutor(string[],string);2;1;1;visible;
3506;Contact(string,string,string,string[]);22;1;1;visible;
3507;SimpleDataFormExecutor(?no classifier?);11;1;1;visible;
3508;Group(string);3;1;1;visible;
3509;XMPPClient();29;1;1;visible;
3510;getInstance():Config;5;1;1;visible;
3511;getInstance():IqManager;4;1;1;visible;
3512;supportFT(string):boolean;9;1;1;visible;
3513;supportFT(?no classifier?):boolean;11;1;1;visible;
3514;userhost(string):string;6;1;1;visible;
3515;resource(string):string;6;1;1;visible;
3516;user(string):string;6;1;1;visible;
3517;domain(string):string;7;1;1;visible;
3518;getGroups():Hashtable;2;1;1;visible;
3519;getGroup(string):Group;4;1;1;visible;
3520;getTraffic():int[];2;1;1;visible;
3521;getInstance():XMPPClient;4;1;1;visible;
3522;getErrorString(string):string;6;1;1;visible;
3523;destroyApp(boolean):void;2;1;1;visible;
3524;pauseApp():void;2;1;1;visible;
3525;startApp():void;11;1;1;visible;
3526;testNull(RMSIndex):void;4;1;1;visible;
3527;startApp():void;4;1;1;visible;
3528;testEnDecode():void;17;1;1;visible;
3529;destroyApp(boolean):void;1;1;1;visible;
3530;pauseApp():void;1;1;1;visible;
3531;exit():void;3;1;1;visible;
3532;startApp():void;3;1;1;visible;
3533;destroyApp(boolean):void;1;1;1;visible;
3534;pauseApp():void;1;1;1;visible;
3535;exit():void;3;1;1;visible;
3536;gotStreamEvent(string,Object):void;8;1;1;visible;
3537;packetReceived(?no classifier?):void;7;1;1;visible;
3538;startClient():void;9;1;1;visible;
3539;destroyApp(boolean):void;2;1;1;visible;
3540;pauseApp():void;2;1;1;visible;
3541;startApp():void;3;1;1;visible;
3542;run():void;13;1;1;visible;
3543;buildScreen():void;351;1;1;visible;
3544;itemAction(UIItem):void;30;1;1;visible;
3545;menuAction(UIMenu,UIItem):void;8;1;1;visible;
3546;paint(Graphics):void;13;1;1;visible;
3547;keyPressed(int):void;25;1;1;visible;
3548;RMSTestMidlet();5;1;1;visible;
3549;RMSTestMidlet.TestForm(string);3;1;1;visible;
3550;XMLTestMidlet();6;1;1;visible;
3551;TestMidlet();51;1;1;visible;
3552;UITestMidlet();34;1;1;visible;
3553;UITestMidlet.TestScreen();4;1;1;visible;
3554;UITestMidlet.KeysScreen();2;1;1;visible;
3555;showNotify():void;2;1;1;visible;
3556;paint(Graphics):void;8;1;1;visible;
3557;keyPressed(int):void;2;1;1;visible;
3558;commandAction(Command,Displayable):void;20;1;1;visible;
3559;_itemStateChanged(Item):void;5;1;1;visible;
3560;setActions(int):void;4;1;1;visible;
3561;createControls():void;55;1;1;visible;
3562;setShowAction(Command):void;7;1;1;visible;
3563;commandAction(Command,Displayable):void;17;1;1;visible;
3564;commandAction(Command,Item):void;20;1;1;visible;
3565;fillForm():void;19;1;1;visible;
3566;commandAction(Command,Item):void;9;1;1;visible;
3567;commandAction(Command,Displayable):void;22;1;1;visible;
3568;itemStateChanged(Item):void;13;1;1;visible;
3569;commandAction(Command,Displayable):void;19;1;1;visible;
3573;placeItems():void;13;1;1;visible;
3574;commandAction(Command,Displayable):void;11;1;1;visible;
3575;login():void;32;1;1;visible;
3577;gotStreamEvent(string,Object):void;17;1;1;visible;
3578;indexOf(Item):int;5;1;1;visible;
3579;_itemStateChanged(Item):void;38;1;1;visible;
3580;checkLogin():void;28;1;1;visible;
3581;srvQuery():string;16;1;1;visible;
3582;get_server(string):string;6;1;1;visible;
3583;commandAction(Command,Displayable):void;9;1;1;visible;
3584;run():void;3;1;1;visible;
3585;sizeChanged(int,int):void;5;1;1;visible;
3586;showNotify():void;5;1;1;visible;
3587;hideNotify():void;4;1;1;visible;
3588;paint(Graphics):void;32;1;1;visible;
3589;paintSelection(Graphics):void;16;1;1;visible;
3590;paintRoster(Graphics):void;45;1;1;visible;
3591;toggleMenus():void;23;1;1;visible;
3592;paintHeader(Graphics):void;24;1;1;visible;
3593;filter_contacts(boolean):void;10;1;1;visible;
3594;keyPressed(int):void;148;1;1;visible;
3595;commandAction(Command,Displayable):void;58;1;1;visible;
3596;chatWithSelected(boolean):void;9;1;1;visible;
3597;handleError(?no classifier?):void;2;1;1;visible;
3598;handleResult(?no classifier?):void;2;1;1;visible;
3599;updateContact(Contact,int):void;32;1;1;visible;
3600;removeContact(Contact):void;4;1;1;visible;
3601;removeAllContacts():void;3;1;1;visible;
3602;authenticated():void;1;1;1;visible;
3603;rosterXsubscription(?no classifier?):void;1;1;1;visible;
3604;playSmartTone():void;11;1;1;visible;
3605;askSubscription(Contact):void;4;1;1;visible;
3606;handleCommand(Contact,string):void;3;1;1;visible;
3607;connectionLost():void;4;1;1;visible;
3608;showAlert(AlertType,string,string,Object):void;17;1;1;visible;
3609;handleTask(Task,boolean):void;8;1;1;visible;
3610;handleDataForm(DataForm,byte,DataFormListener,int):Object;10;1;1;visible;
3611;commandExecuted(Object):void;3;1;1;visible;
3612;showCommand(Object):void;2;1;1;visible;
3613;rosterRetrieved():void;1;1;1;visible;
3614;paint(Graphics):void;26;1;1;visible;
3616;keyPressed(int):void;3;1;1;visible;
3617;showCurrent():void;25;1;1;visible;
3618;commandAction(Command,Displayable):void;14;1;1;visible;
3621;commandAction(Command,Displayable):void;19;1;1;visible;
3622;commandAction(Command,Displayable):void;18;1;1;visible;
3623;commandAction(Command,Displayable):void;14;1;1;visible;
3624;commandAction(Command,Displayable):void;11;1;1;visible;
3625;setReturnScreen(Displayable):void;2;1;1;visible;
3627;commandAction(Command,Displayable):void;2;1;1;visible;
3628;commandAction(Command,Displayable):void;11;1;1;visible;
3629;paint(Graphics):void;28;1;1;visible;
3630;commandAction(Command,Displayable):void;3;1;1;visible;
3631;updateConversation(int):boolean;10;1;1;visible;
3632;showNotify():void;5;1;1;visible;
3633;hideNotify():void;3;1;1;visible;
3634;checkUrls(string):void;9;1;1;visible;
3635;wrapMessage(string[],int):ConversationEntry;48;1;1;visible;
3636;commandAction(Command,Displayable):void;22;1;1;visible;
3637;keyPressed(int):void;31;1;1;visible;
3638;packetReceived(Element):void;7;1;1;visible;
3639;paint(Graphics):void;16;1;1;visible;
3640;paintHeader(Graphics):void;14;1;1;visible;
3641;paintEntries(Graphics):void;76;1;1;visible;
3642;commandAction(Command,Displayable):void;17;1;1;visible;
3643;commandAction(Command,Displayable):void;6;1;1;visible;
3644;ScreenSaver(Displayable);2;1;1;visible;
3645;AddContactScreen();22;1;1;visible;
3646;DataFormScreen(DataForm,DataFormListener);15;1;1;visible;
3647;DataFormScreen.ListChoiceHandler(StringItem,Field);14;1;1;visible;
3648;OptionsScreen();35;1;1;visible;
3649;RegisterScreen();31;1;1;visible;
3650;TaskListScreen(Task[]);9;1;1;visible;
3651;RosterScreen();37;1;1;visible;
3652;SplashScreen();3;1;1;visible;
3653;DataResultScreen(DataForm,DataFormListener);11;1;1;visible;
3654;MessageComposerScreen(Contact,Displayable,int);26;1;1;visible;
3655;StatusScreen();16;1;1;visible;
3656;SimpleComposerScreen(Displayable,Contact);8;1;1;visible;
3657;DebugScreen();9;1;1;visible;
3658;ContactInfoScreen(Contact);38;1;1;visible;
3659;CommandListScreen(Contact,string);9;1;1;visible;
3660;AboutScreen();5;1;1;visible;
3661;ChatScreen(Contact);17;1;1;visible;
3662;ChatScreen.ConversationEntry(Vector,byte);3;1;1;visible;
3663;SubscriptionConfirmAlert(Contact,Displayable);10;1;1;visible;
3664;DeleteContactAlert(Contact);9;1;1;visible;
3665;getInstance():RegisterScreen;5;1;1;visible;
3666;getInstance():RosterScreen;4;1;1;visible;
3667;run():void;54;1;1;visible;
3668;open():void;1;1;1;visible;
3669;close():void;1;1;1;visible;
3670;sendContent(byte[]):void;1;1;1;visible;
3671;isOpen():boolean;1;1;1;visible;
3672;pollAlive():boolean;2;1;1;visible;
3673;open():void;26;1;1;visible;
3675;close():void;16;1;1;visible;
3676;isOpen():boolean;2;1;1;visible;
3677;getInputStream():InputStream;2;1;1;visible;
3678;getOutputStream():OutputStream;2;1;1;visible;
3679;sendContent(byte[]):void;9;1;1;visible;
3681;pollAlive():boolean;2;1;1;visible;
3682;close():void;2;1;1;visible;
3683;read(char[],int,int):int;2;1;1;visible;
3684;read(char[]):int;2;1;1;visible;
3685;getByte():int;30;1;1;visible;
3686;read():int;46;1;1;visible;
3687;getReader():UTFReader;2;1;1;visible;
3688;startCompression():void;8;1;1;visible;
3689;startTLS():void;7;1;1;visible;
3690;BaseChannel.Sender(BaseChannel);2;1;1;visible;
3691;SocketChannel(string,TransportListener);6;1;1;visible;
3692;SocketChannel.UTFReader(InputStream);3;1;1;visible;
3693;start(BasicXmlStream):void;7;1;1;visible;
3694;packetReceived(Element):void;10;1;1;visible;
3695;check(boolean):void;28;1;1;visible;
3696;writeEscaped(string,int):void;22;1;1;visible;
3697;docdecl(string):void;4;1;1;visible;
3698;endDocument():void;4;1;1;visible;
3699;entityRef(string):void;5;1;1;visible;
3700;getFeature(string):boolean;3;1;1;visible;
3701;getPrefix(string,boolean):string;4;1;1;visible;
3702;getPrefix(string,boolean,boolean):string;27;1;1;visible;
3703;getProperty(string):Object;2;1;1;visible;
3704;ignorableWhitespace(string):void;2;1;1;visible;
3705;setFeature(string,boolean):void;4;1;1;visible;
3706;setProperty(string,Object):void;2;1;1;visible;
3707;setPrefix(string,string):void;17;1;1;visible;
3708;setOutput(Writer):void;16;1;1;visible;
3709;setOutput(OutputStream,string):void;7;1;1;visible;
3710;startDocument(string,Boolean):void;15;1;1;visible;
3711;startTag(string,string):XmlSerializer;28;1;1;visible;
3712;attribute(string,string,string):XmlSerializer;33;1;1;visible;
3713;flush():void;3;1;1;visible;
3714;endTag(string,string):XmlSerializer;24;1;1;visible;
3715;getNamespace():string;2;1;1;visible;
3716;getName():string;2;1;1;visible;
3717;getDepth():int;2;1;1;visible;
3718;text(string):XmlSerializer;5;1;1;visible;
3719;text(char[],int,int):XmlSerializer;3;1;1;visible;
3720;cdsect(string):void;5;1;1;visible;
3721;comment(string):void;5;1;1;visible;
3722;processingInstruction(string):void;5;1;1;visible;
3723;start(BasicXmlStream):void;1;1;1;visible;
3724;matchFeatures(Hashtable):boolean;2;1;1;visible;
3725;initialize(string,string):void;8;1;1;visible;
3726;restart():void;20;1;1;visible;
3727;tryToSend():void;6;1;1;visible;
3728;connectionEstablished(BaseChannel):void;11;1;1;visible;
3729;connectionFailed(BaseChannel):void;2;1;1;visible;
3730;connectionLost(BaseChannel):void;8;1;1;visible;
3731;run():void;37;1;1;visible;
3732;startTLS():void;2;1;1;visible;
3733;startCompression():void;2;1;1;visible;
3734;remove():void;3;1;1;visible;
3735;start(BasicXmlStream):void;18;1;1;visible;
3736;packetReceived(Element):void;7;1;1;visible;
3737;initialize(string,string):void;1;1;1;visible;
3738;send(Element,int):void;7;1;1;visible;
3739;restart():void;1;1;1;visible;
3740;getPacketsToSend(boolean):Vector;20;1;1;visible;
3741;tryToSend():void;1;1;1;visible;
3742;promotePacket(Element):void;57;1;1;visible;
3743;areMatching(Element,EventQuery):boolean;28;1;1;visible;
3744;dispatchEvent(string,Object):void;28;1;1;visible;
3745;gotStreamEvent(string,Object):void;14;1;1;visible;
3746;processFeatures(Element[]):void;7;1;1;visible;
3747;nextInitializer():void;10;1;1;visible;
3748;addInitializer(Initializer,int):void;2;1;1;visible;
3749;removeInitializer(Initializer):void;2;1;1;visible;
3750;start(BasicXmlStream):void;11;1;1;visible;
3751;packetReceived(Element):void;9;1;1;visible;
3752;start(BasicXmlStream):void;8;1;1;visible;
3753;packetReceived(Element):void;5;1;1;visible;
3754;start(BasicXmlStream):void;81;1;1;visible;
3758;gotChallenge(Element):void;57;1;1;visible;
3760;parse(string):Hashtable;24;1;1;visible;
3761;unparse(Hashtable):string;21;1;1;visible;
3762;getUri(string):string;2;1;1;visible;
3763;getAttribute(string):string;6;1;1;visible;
3764;setAttribute(string,string):void;8;1;1;visible;
3765;delAttribute(string):void;7;1;1;visible;
3766;addElement(string,string):Element;4;1;1;visible;
3767;getChildByName(string,string):Element;6;1;1;visible;
3768;getChildrenByName(string,string):Element[];14;1;1;visible;
3769;_parse(XmlPullParser):void;26;1;1;visible;
3770;toXml():byte[];11;1;1;visible;
3771;write(XmlSerializer):void;22;1;1;visible;
3772;clone():Element;12;1;1;visible;
3773;serialize(DataOutputStream):void;18;1;1;visible;
3774;start(BasicXmlStream):void;9;1;1;visible;
3775;packetReceived(Element):void;13;1;1;visible;
3776;isProp(string,boolean,string):boolean;6;1;1;visible;
3777;adjustNsp():boolean;63;1;1;visible;
3778;ensureCapacity(string[],int):string[];6;1;1;visible;
3779;error(string):void;5;1;1;visible;
3780;exception(string):void;2;1;1;visible;
3781;nextImpl():void;55;1;1;visible;
3782;parseLegacy(boolean):int;83;1;1;visible;
3783;parseDoctype(boolean):void;20;1;1;visible;
3784;parseEndTag():void;28;1;1;visible;
3785;peekType():int;9;1;1;visible;
3786;get(int):string;2;1;1;visible;
3787;push(int):void;7;1;1;visible;
3788;parseStartTag(boolean):void;78;1;1;visible;
3789;pushEntity():void;32;1;1;visible;
3790;pushText(int,boolean):void;22;1;1;visible;
3791;read(char):void;4;1;1;visible;
3792;read():int;17;1;1;visible;
3793;peek(int):int;13;1;1;visible;
3794;readName():string;11;1;1;visible;
3795;skip():void;6;1;1;visible;
3796;setInput(InputStream,string):void;24;1;1;visible;
3797;getFeature(string):boolean;6;1;1;visible;
3798;getInputEncoding():string;2;1;1;visible;
3799;defineEntityReplacementText(string,string):void;4;1;1;visible;
3800;getProperty(string):Object;8;1;1;visible;
3801;getNamespaceCount(int):int;4;1;1;visible;
3802;getNamespacePrefix(int):string;2;1;1;visible;
3803;getNamespaceUri(int):string;2;1;1;visible;
3804;getNamespace(string):string;12;1;1;visible;
3805;getDepth():int;2;1;1;visible;
3806;getPositionDescription():string;38;1;1;visible;
3807;getLineNumber():int;2;1;1;visible;
3808;getColumnNumber():int;2;1;1;visible;
3809;isWhitespace():boolean;4;1;1;visible;
3810;getText():string;2;1;1;visible;
3811;getTextCharacters(int[]):char[];12;1;1;visible;
3812;getNamespace():string;2;1;1;visible;
3813;getName():string;2;1;1;visible;
3814;getPrefix():string;2;1;1;visible;
3815;isEmptyElementTag():boolean;4;1;1;visible;
3816;getAttributeCount():int;2;1;1;visible;
3817;getAttributeType(int):string;2;1;1;visible;
3818;isAttributeDefault(int):boolean;2;1;1;visible;
3819;getAttributeNamespace(int):string;4;1;1;visible;
3820;getAttributeName(int):string;4;1;1;visible;
3821;getAttributePrefix(int):string;4;1;1;visible;
3822;getAttributeValue(int):string;4;1;1;visible;
3823;getAttributeValue(string,string):string;5;1;1;visible;
3824;getEventType():int;2;1;1;visible;
3825;next():int;15;1;1;visible;
3826;nextToken():int;6;1;1;visible;
3827;nextTag():int;7;1;1;visible;
3828;require(int,string,string):void;3;1;1;visible;
3829;nextText():string;12;1;1;visible;
3830;setFeature(string,boolean):void;6;1;1;visible;
3831;setProperty(string,Object):void;4;1;1;visible;
3832;skipSubTree():void;10;1;1;visible;
3833;setInput(Reader):void;20;1;1;visible;
3834;TLSInitializer();2;1;1;visible;
3835;Initializer(string,boolean);3;1;1;visible;
3836;EventQueryRegistration(Object,Vector);3;1;1;visible;
3837;CompressionInitializer();2;1;1;visible;
3838;BasicXmlStream.ListenerRegistration(EventQuery,Object,boolean);4;1;1;visible;
3839;BasicXmlStream();16;1;1;visible;
3840;BasicXmlStream.ResourceBinding();2;1;1;visible;
3841;BasicXmlStream.SessionOpener();2;1;1;visible;
3842;EventQuery(string,string[],string[]);4;1;1;visible;
3843;SASLAuthenticator();3;1;1;visible;
3844;Element();5;1;1;visible;
3845;Element(string,string);6;1;1;visible;
3846;Element(Element);11;1;1;visible;
